ticket,summary,owner,component,milestone,status,version,created,priority,cc
10901,i18nUtil.flattenLayerFileBundles regular expression not general enough,jburke,BuildSystem,future,new,1.4.2,2010-03-25T06:28:07-07:00,high,
11324,dojo.io.iframe First request does not work in Opera.,jburke,IO,tbd,new,1.4.3,2010-06-15T15:19:24-07:00,high,
11365,'not wellformed' warning from firefox when working on locale files,jburke,Core,future,new,1.4.3,2010-06-24T06:45:08-07:00,high,
11407,tests.cache test failure,jburke,BuildTools,tbd,new,1.5.0b2,2010-07-02T14:37:32-07:00,high,
11568,"[patch][ccla]XHR attribute ""failOk"" isn't surpressing all error messages",jburke,Core,tbd,new,1.5,2010-08-13T09:29:03-07:00,high,
11593,Error on call of dojo.requireLocalization when resource is missing (only with CDN),jburke,BuildTools,tbd,new,1.4.0,2010-08-18T13:38:03-07:00,high,jburke
11900,[Regression] Big profile build makes StackOverflowError,jburke,BuildSystem,1.8,new,1.5,2010-10-30T02:42:21-07:00,high,
12113,Base class undefined in build with circular references,jburke,BuildSystem,tbd,new,1.5,2010-12-22T03:09:03-08:00,high,
12164,Browser back button has iframe history for dojo.io.iframe,jburke,IO,tbd,new,1.6.0b1,2011-01-15T09:04:44-08:00,high,
12225,"Problem with xdomain loading, setTimeout and IE",jburke,General,tbd,new,1.5,2011-01-29T15:39:24-08:00,high,
12230,"OAuth, Slash symbol in request parameters",jburke,IO,tbd,new,1.5,2011-01-31T13:43:46-08:00,high,
12559,IO pipline topics: TypeError when subscribed to /dojo/io/error/,jburke,IO,tbd,new,1.6.0,2011-03-29T02:38:19-07:00,high,
12563,tests.io.iframe fails on opera 11,jburke,IO,tbd,new,1.6.0,2011-03-29T14:14:22-07:00,high,
14309,missing reference doc for jaxer,jburke,Documentation,tbd,new,1.7.0,2011-11-24T00:02:23-08:00,high,
7822,"optimize=shrinksafe runs over all _base/_loader/ files, generating an error",jburke,BuildSystem,future,new,1.2.0,2008-10-08T20:38:31-07:00,low,
13483,"mdnd test failures in Acceptance, VerticalDropMode",jfcunat,Dojox,tbd,new,1.7.0b1,2011-07-19T20:56:37-07:00,high,elazutkin
11815,Opera: hang in dijit/tests/layout/test_StackContainer.html,ksv,Dijit,future,new,1.5,2010-10-01T10:06:44-07:00,high,doughays
12025,Opera: base.module tabindex test failures,ksv,Dijit,future,new,1.5,2010-12-06T12:05:06-08:00,high,doughays
12026,Opera: base.module FocusManager test hangs,ksv,Dijit,future,new,1.5,2010-12-06T12:07:07-08:00,high,doughays
12027,Opera: infrastructure_module Widget_ondijitclick_a11y test failure,ksv,Dijit,future,new,1.5,2010-12-06T12:18:12-08:00,high,doughays
12028,Opera: general-module Dialog_a11y test failures,ksv,Dijit,future,new,1.5,2010-12-06T12:44:15-08:00,high,doughays
12029,Opera: general-module TooltipDialog_a11y test failures,ksv,Dijit,future,new,1.5,2010-12-06T13:31:01-08:00,high,doughays
12030,Opera: general-module InlineEditBox test failures,ksv,Dijit,future,new,1.5,2010-12-06T14:19:28-08:00,high,doughays
12032,Opera: general-module ColorPalette test failure,ksv,Dijit,future,new,1.5,2010-12-07T10:52:10-08:00,high,doughays
12033,Opera: general-module TitlePane test failures,ksv,Dijit,future,new,1.5,2010-12-07T10:57:37-08:00,high,doughays
12034,Opera: editor.module Editor_mouse test failures,ksv,Dijit,future,new,1.5,2010-12-07T11:37:29-08:00,high,doughays
12035,Opera: editor.module Editor_LinkDialog test failures,ksv,Dijit,future,new,1.5,2010-12-07T12:17:15-08:00,high,doughays
12036,Opera: editor.module Editor_FontChoice test failures,ksv,Dijit,future,new,1.5,2010-12-07T12:42:26-08:00,high,doughays
12038,Opera: editor.module BackForwardState test failure,ksv,Dijit,future,new,1.5,2010-12-07T14:04:05-08:00,high,doughays
12039,Opera: editor.module EnterKeyHandling test does not run,ksv,Dijit,future,new,1.5,2010-12-07T14:12:48-08:00,high,doughays
12040,Opera: editor.module Editor_Misc test failure,ksv,Dijit,future,new,1.5,2010-12-07T14:24:42-08:00,high,doughays
12041,Opera: editor.module Editor_a11y test failures,ksv,Dijit,future,new,1.5,2010-12-07T14:33:19-08:00,high,doughays
12044,Opera: form.module FilteringSelect_a11y test failure,ksv,Dijit - Form,future,new,1.5,2010-12-08T06:59:20-08:00,high,doughays
12045,Opera: form.module MultiSelect test failure,ksv,Dijit - Form,future,new,1.5,2010-12-08T07:03:38-08:00,high,doughays
12046,Opera: form.module Slider_mouse test failure,ksv,Dijit - Form,future,new,1.5,2010-12-08T07:07:46-08:00,high,doughays
12047,Opera: form.module Button_a11y test failures,ksv,Dijit - Form,future,new,1.5,2010-12-08T07:30:37-08:00,high,doughays
12048,Opera: form.module ComboBox_a11y test failures,ksv,Dijit - Form,future,new,1.5,2010-12-08T07:54:45-08:00,high,doughays
12049,Opera: form.module CheckBox_a11y test failures,ksv,Dijit - Form,future,new,1.5,2010-12-08T08:06:10-08:00,high,doughays
12050,"Opera: form.module tests hang in runner, but pass when run individually",ksv,Dijit,future,new,1.5,2010-12-08T08:14:25-08:00,high,doughays
12051,Opera: layout.module TabContainer_a11y test failure,ksv,Dijit,future,new,1.5,2010-12-08T08:45:34-08:00,high,doughays
12052,Opera: layout.module TabContainer_mouse test failure,ksv,Dijit,future,new,1.5,2010-12-08T08:52:08-08:00,high,doughays
12053,Opera: layout.module AccordionContainer_a11y test failure,ksv,Dijit,future,new,1.5,2010-12-08T08:57:38-08:00,high,doughays
12054,Opera: layout.module BorderContainer test failures,ksv,Dijit,future,new,1.5,2010-12-08T09:05:02-08:00,high,doughays
12055,Opera: layout.module GUI test failures,ksv,Dijit,future,new,1.5,2010-12-08T11:04:18-08:00,high,doughays
12056,Opera: layout.module tests fail in runner but pass individually,ksv,Dijit,future,new,1.5,2010-12-08T11:12:19-08:00,high,doughays
13856,need more a11y support on dijit.timetextbox widget,ksv,Dijit - Form,tbd,new,1.6.1,2011-09-06T23:12:20-07:00,high,xiangxz@…
14695,Observable does not place objects in position in the result set.,kzyp,Data,tbd,new,1.6.1,2012-01-30T02:08:35-08:00,undecided,
11470,JsonRestStore and creating items with parents,kzyp,DojoX Data,tbd,new,1.3.2,2010-07-21T03:15:53-07:00,blocker,
12703,duplicates are shown after add items to DataGrid when used with ClientFilter and JsonRestStore,kzyp,DojoX Data,tbd,new,1.4.3,2011-04-16T16:49:15-07:00,blocker,
12704,Deleted item remains in cache when using JsonRestStore and ClientFilter,kzyp,DojoX Data,tbd,new,1.4.3,2011-04-16T17:01:20-07:00,blocker,
14440,"[regression] ""use strict"" issue with FireFox and ASP.NET",kzyp,General,tbd,new,1.7.0,2011-12-09T14:51:03-08:00,blocker,
3849,dojo.query does not work on imported nodes,kzyp,Query,future,new,0.9,2007-07-24T21:37:48-07:00,high,keithpk@…
7743,"deleted items remain in cache, new items not added",kzyp,DojoX Data,1.3,reopened,1.2beta,2008-09-26T14:45:10-07:00,high,
7869,Dojo.query on XML in IE 7 fails for nth-child selectors,kzyp,Query,1.8,new,1.2.0,2008-10-15T07:47:19-07:00,high,alex
7963,Preserving value types in default grid editor,kzyp,DojoX Grid,future,new,1.2.0,2008-10-25T20:20:12-07:00,high,BryanForbes
9523,dojox.json.ref resolveJson does not correctly handle deletion from array properties,kzyp,Dojox,tbd,new,1.3.1,2009-07-08T12:07:16-07:00,high,
9688,[patch] dojo._getIeDispatcher() doesn't return value.,kzyp,Events,future,new,1.3.2,2009-08-10T02:32:30-07:00,high,
9801,JsonRestStore: onNew() notification should pass parentInfo,kzyp,DojoX Data,tbd,reopened,1.3.2,2009-08-31T18:08:57-07:00,high,simpli
10260,someProperty search/replace gone wild in dojox.data test files,kzyp,DojoX Data,future,new,1.4.0b,2009-11-03T09:15:44-08:00,high,
10320,changeContentTable test errors in Opera,kzyp,Query,1.8,new,1.3.2,2009-11-12T05:28:19-08:00,high,
10432,JsonQuery.js sort part generation,kzyp,DojoX Data,tbd,new,1.4.0b,2009-11-30T09:05:56-08:00,high,
10456,Invalid data got from concurrent fetchs on ClientFilter,kzyp,DojoX Data,tbd,new,1.4.0b,2009-12-02T12:05:21-08:00,high,
10651,[regression] [patch] [cla] dojo.query not working for attribute selector that includes a tilda (~) character,kzyp,Query,future,new,1.4.0,2010-01-20T18:41:04-08:00,high,ktiedt
10664,windowName causes a warning in IE6 when doing sends from https domains,kzyp,Dojox,tbd,new,1.4.0,2010-01-22T11:02:02-08:00,high,
10688,JsonRestStore referential integrity problem on immediate deleteItem,kzyp,DojoX Data,tbd,new,1.4.0,2010-01-28T01:31:55-08:00,high,
10691,windowName transport is not working on HTTPS to HTTP configuration using FireFox,kzyp,Dojox,tbd,new,1.4.0,2010-01-29T07:32:09-08:00,high,
10740,[patch][cla] dojox.json.ref.toJson handles references unsafely,kzyp,Dojox,tbd,new,1.4.0,2010-02-10T11:54:08-08:00,high,
10905,Method isDirty returns undefined instead of false,kzyp,DojoX Data,tbd,new,1.4.0,2010-03-25T14:59:37-07:00,high,
11305,stack overflow from dojo.fromJson during de-serializing of JSON into javascript object,kzyp,Dojox,tbd,new,1.4.2,2010-06-13T15:42:49-07:00,high,
11410,[regression] getValues produces error: args.item is undefined,kzyp,DojoX Data,tbd,new,1.5.0rc1,2010-07-03T01:54:19-07:00,high,
11546,CouchDBRestStore expects a string query parameter,kzyp,DojoX Data,tbd,new,1.5,2010-08-06T17:00:52-07:00,high,
11584,Support for packages,kzyp,General,1.8,new,1.5,2010-08-17T19:47:11-07:00,high,
11652,null return value for JsonRestStore.getValue(..) cause error,kzyp,DojoX Data,tbd,new,1.5,2010-08-26T20:42:28-07:00,high,
11700,dojox.json.query collects properties and methods from the object's prototype along with the instance properties,kzyp,Dojox,tbd,new,1.5,2010-09-08T10:20:10-07:00,high,
11733,receiving onSet notification on __isDirty attribute when reverting a JsonRestStore,kzyp,DojoX Data,tbd,new,1.5,2010-09-15T05:05:50-07:00,high,goriol@…
11738,dojo.Stateful calls watch callbacks if value did not change,kzyp,Core,tbd,reopened,1.5,2010-09-15T10:50:02-07:00,high,
11751,PersevereStore Inconsistent Behavior,kzyp,DojoX Data,,new,1.4.1,2010-09-17T06:45:58-07:00,high,
11766,JsonRestStore.getIdentity(): order of precedence is wrong?,kzyp,DojoX Data,tbd,new,1.5,2010-09-21T11:42:55-07:00,high,
11838,CouchDBRestStore adding invalid item attributes after save,kzyp,DojoX Data,tbd,new,1.5,2010-10-07T08:54:24-07:00,high,alan.plante@…
11851,dojox.rpc.JsonRest should wait before the last request,kzyp,DojoX Data,tbd,new,1.5,2010-10-12T08:54:25-07:00,high,
11865,dojox.socket.LongPoll does not work with xhrGet and preventCache=true,kzyp,Dojox,tbd,new,1.5,2010-10-18T20:39:08-07:00,high,
11868,CouchDBRestStore Delete Not Working (409),kzyp,DojoX Data,tbd,new,1.5,2010-10-20T05:24:33-07:00,high,alan.plante@…
11873,dojox.socket.LongPoll close() error,kzyp,Dojox,tbd,new,1.5,2010-10-21T22:25:23-07:00,high,
11945,Telling deferred.errback from deferred.cancel,kzyp,Core,tbd,new,1.5,2010-11-15T07:13:57-08:00,high,
12217,query.js defines a _wrap function on the Array native,kzyp,Query,1.8,new,1.6.0b1,2011-01-26T10:39:31-08:00,high,
12385,Dojo Data Documentation Cleanup,kzyp,Documentation,1.8,new,1.6.0,2011-03-05T02:01:06-08:00,high,
12407,JSonRestStore doesn't compute the results count correctly,kzyp,DojoX Data,tbd,new,1.6.0rc1,2011-03-08T04:59:10-08:00,high,
12572,store.JsonRest with enhancedgrid cause undefined in url,kzyp,Data,tbd,new,1.6.0,2011-03-29T21:55:27-07:00,high,
12593,dojox.cometd.RestChannels - disconnect(),kzyp,DojoX Cometd,tbd,new,1.6.0,2011-04-01T12:28:59-07:00,high,
12679,Webkit sends keycode 10 for Enter when ctrl is held at same time,kzyp,Events,tbd,new,1.6.0,2011-04-14T16:20:12-07:00,high,
12744,dojox.data.JsonQueryRestStore requires dojox.data.ClientFilter,kzyp,DojoX Data,tbd,new,1.6.0,2011-04-21T12:04:12-07:00,high,
12879,dojox.rpc modules need proper wrapping for 1.6 builds,kzyp,Dojox,1.8,new,1.6.1,2011-05-08T11:42:57-07:00,high,dmachi
12930,ref.js resolveJSON schema look fails for object id's with [ or / characters,kzyp,Dojox,tbd,new,1.6.1,2011-05-13T08:16:01-07:00,high,
12968,dojox.data.JsonRestStore should have a public method to clear its cache,kzyp,DojoX Data,tbd,new,1.6.1,2011-05-17T10:20:03-07:00,high,
13079,infinitely recursive object when calling dojo.toJson(dojo),kzyp,Core,1.8,new,1.6.1,2011-05-25T12:56:13-07:00,high,
13084,Query attribute selector with square bracket fails in IE7,kzyp,Query,tbd,new,1.6.1,2011-05-26T10:41:42-07:00,high,
13144,dojo.store.Observable fails to correctly notify with dojo.store.Store transaction API,kzyp,Data,tbd,new,1.6.1,2011-06-01T02:22:33-07:00,high,
13162,JSON extended schema problem,kzyp,Dojox,tbd,new,1.6.1,2011-06-02T08:51:48-07:00,high,
13213,dojo.Stateful internal functions name collision with holding object properties,kzyp,Core,tbd,new,1.7.0b1,2011-06-09T12:06:17-07:00,high,
13235,"JsonRestStore+DataGrid: fetch data, count = rowsPerPage => rowCount = 2 * count",kzyp,DojoX Data,tbd,new,1.6.1,2011-06-14T10:38:02-07:00,high,
13240,JsonRest Store Custom Headers,kzyp,Data,tbd,new,1.7.0b1,2011-06-15T04:05:01-07:00,high,
13282,Stateful: Calling unwatch multiple times removes arbitrary callbacks,kzyp,General,tbd,new,1.5,2011-06-22T09:46:22-07:00,high,
13346,JSON Schema Validation does not support circular relationships,kzyp,Dojox,tbd,new,1.6.1,2011-06-30T06:58:25-07:00,high,
13357,ObjectStore: isItem(item) could also test for identity,kzyp,Data,tbd,new,1.7.0b1,2011-07-03T02:22:25-07:00,high,
13445,Problem with the Dojo.Store.Memory,kzyp,Data,tbd,new,1.6.1,2011-07-15T10:35:49-07:00,high,
13500,ClientFilter does not use comparatorMap for sorts,kzyp,DojoX Data,tbd,new,1.6.1,2011-07-22T08:54:15-07:00,high,
13539,[COMPAT] dojo.subscribe/publish can't handle topic names with ':',kzyp,Core,1.8,new,1.7.0b1,2011-07-28T08:13:21-07:00,high,
13716,dojo.data.ObjectStore compatible with the old labelAttribute,kzyp,Data,,new,,2011-08-18T02:35:33-07:00,high,
13743,Subscribing to on.Evented events from event handler,kzyp,Core,tbd,new,1.7.0b1,2011-08-23T10:50:08-07:00,high,
13774,DeferredList consumeErrors parameter is ignored,kzyp,Core,tbd,new,1.6.1,2011-08-29T11:02:14-07:00,high,
13827,The scope of _dirtyObjects in ObjectStore,kzyp,Data,tbd,new,1.6.1,2011-09-05T06:56:35-07:00,high,
13936,JsonRestStore - path broken,kzyp,DojoX Data,1.8,new,,2011-09-17T14:29:57-07:00,high,
13953,dojo.store.util.QueryResults bug?,kzyp,Data,tbd,new,1.6.1,2011-09-20T09:21:40-07:00,high,
13955,dojox.json.schema.validate doesn't take into account default values from the schema when calculating validity,kzyp,Dojox,tbd,new,1.6.1,2011-09-20T10:39:05-07:00,high,
14084,JsonRestStore.isDirty() returns same value for all stores.,kzyp,DojoX Data,tbd,new,1.6.1,2011-10-11T13:33:42-07:00,high,
14094,Deferred.progress should check finished,kzyp,General,tbd,new,1.6.1,2011-10-13T11:54:40-07:00,high,
14129,aspect.before bypasses aspect.around,kzyp,Events,tbd,new,1.7.0b1,2011-10-20T02:08:08-07:00,high,
14206,dojo.data.ObjectStore.save() problem selecting the request method,kzyp,Data,tbd,new,1.6.1,2011-11-03T10:00:50-07:00,high,
14305,missing reference doc for dojox/rpc,kzyp,Documentation,tbd,new,1.7.0,2011-11-23T23:54:51-08:00,high,
14539,[DOCS] Wrong examples in dojo/topic article,kzyp,Documentation,tbd,new,1.7.1,2011-12-29T09:37:26-08:00,high,
14555,[regression] dojo.NodeList.concat([]) is broken,kzyp,Query,tbd,new,1.7.1,2012-01-03T07:10:51-08:00,high,
14606,"Dojo 1.7.1 AMD mode and Prototype 1.7 ""on"" problem",kzyp,Events,tbd,new,1.7.1,2012-01-11T23:43:32-08:00,high,
14622,npm with dijit/dojox fails because of package.json's dojo version,kzyp,Dijit,tbd,new,1.7.1,2012-01-14T09:41:59-08:00,high,
784,Editor: add auto-save via dojo.storage to Editor2,liucougar,Dojox,future,new,0.3,2006-05-22T16:50:37-07:00,high,elijahlofgren@…
7056,Drawing trace and the mouse trace not match,liucougar,Dojox,future,assigned,1.1.1,2008-06-25T22:29:24-07:00,high,ttrenka
8295,dijit.Editor breaks forms under IE7,liucougar,Dijit,future,new,1.2.3,2008-12-18T06:12:34-08:00,high,
14304,missing reference doc page for dojox/sketch,liucougar,Documentation,tbd,new,1.7.0,2011-11-23T23:53:05-08:00,high,
14685,dojo.Deferred exhausts stack for long chains,markwubben,Core,tbd,assigned,1.7.1,2012-01-27T12:40:20-08:00,undecided,neonstalwart
14154,"Cannot set ""url"" in dojox.form.uploader in IE 7",mwilcox,DojoX Uploader,tbd,new,1.6.1,2011-10-25T14:07:54-07:00,blocker,
14585,Uncaught Syntax error on upload,mwilcox,DojoX Uploader,tbd,new,1.7.1,2012-01-09T16:43:33-08:00,blocker,
8336,firebug lite popup issues,mwilcox,General,future,new,1.2.3,2008-12-31T13:49:36-08:00,high,
9582,Invalid iconClassPrefix in TablePlugins.js and UploadImage.js,mwilcox,Dojox,future,new,1.3.0,2009-07-21T04:34:36-07:00,high,
9583,Table editor plugin uses non-localized strings,mwilcox,Dojox,future,new,1.3.0,2009-07-21T08:47:45-07:00,high,
9871,dojox.drawing inline docs break doc parsing,mwilcox,Documentation,future,new,1.3.2,2009-09-11T06:13:14-07:00,high,
9921,dojox.drawing breaks keyboard browser tab navigation,mwilcox,Dojox,future,new,1.3.2,2009-09-18T04:35:19-07:00,high,
11135,dojox.drawing horizontal toolbar still draws vertically,mwilcox,DojoX Drawing,future,new,1.5.0b2,2010-05-11T23:25:41-07:00,high,
11140,File Uploader destroyed in ie8 when using href with javascript:,mwilcox,DojoX Uploader,1.8,new,1.3.2,2010-05-12T09:56:45-07:00,high,
11197,DataChart doesn't mixin markers: false,mwilcox,Charting,future,new,1.5.0b2,2010-05-23T10:50:53-07:00,high,
11199,_bootstrap/hasConsole test failure,mwilcox,Core,1.8,new,1.5.0b2,2010-05-23T20:12:30-07:00,high,
11826,dijit.FileUploader,mwilcox,Dojox,1.8,new,1.5,2010-10-04T13:39:55-07:00,high,
11885,FileUploader: remove deprecated button,mwilcox,DojoX Form,1.8,new,1.5,2010-10-26T11:57:41-07:00,high,
11902,Fileuploader uploads files in reverse order (flash multifile mode),mwilcox,DojoX Uploader,1.8,new,1.5,2010-11-01T02:05:46-07:00,high,vladimir.razuvaev@…
12101,flaudio example in docs is broken,mwilcox,Dojox,future,new,1.5,2010-12-17T15:10:23-08:00,high,ttrenka
12182,"Dojox.charting.DataChart  doesn't support x,y coordinants from server",mwilcox,Charting,1.8,new,1.5,2011-01-19T10:30:19-08:00,high,
13440,[patch]dojox.form.uploader.plugins.Flash url timestamp,mwilcox,DojoX Form,tbd,new,1.7.0b1,2011-07-14T02:13:23-07:00,high,
13453,Flash Uploader plugin doesn't send onComplete for 2nd concurrent upload,mwilcox,DojoX Uploader,tbd,new,1.6.1,2011-07-16T19:10:17-07:00,high,
13458,Flash uploader _fileMap isn't reset when flashReset is called,mwilcox,DojoX Uploader,tbd,new,1.6.1,2011-07-17T18:52:09-07:00,high,
13799,dojox.Drawing side effect,mwilcox,DojoX Drawing,tbd,new,1.6.1,2011-08-31T17:39:13-07:00,high,
14075,Uploader: console.warn in buildRendering,mwilcox,DojoX Form,1.8,new,1.6.1,2011-10-08T20:02:33-07:00,high,
14150,Uploader - focus breaks IE7,mwilcox,DojoX Uploader,1.8,new,1.6.1,2011-10-24T12:08:07-07:00,high,
14237,dojox.form.uploader.plugins.Flash Return Data is not escaped,mwilcox,DojoX Uploader,tbd,new,1.6.1,2011-11-07T12:00:51-08:00,high,
14245,Dojox Uploader sends empty file using IFrame plugin,mwilcox,DojoX Uploader,tbd,new,1.6.1,2011-11-08T08:55:43-08:00,high,
14502,[regression] dojo1.7 dojox audio not working,mwilcox,Dojox,1.7.2,reopened,1.7.1,2011-12-18T17:24:39-08:00,high,ttrenka
6951,grid's horizontal scrolling broken in opera,nathan,DojoX Grid,,reopened,1.1.1,2008-06-12T07:31:20-07:00,high,sidlon@…
7555,[dojox.fx] flip animation does not allow mixing,nic,Dojox,future,new,1.1.1,2008-08-28T19:08:03-07:00,low,
7868,Grid 1.2 wrong display of rows after scrolling down,nonken,Documentation,future,assigned,1.2.0,2008-10-15T03:03:21-07:00,blocker,marcus@…
6938,ExpandoPane theme upgrades needed,nonken,Dojox,future,assigned,1.1.1,2008-06-11T04:15:46-07:00,high,
7342,dojox.widget.Toaster not direct child of body,nonken,DojoX Widgets,future,reopened,1.1.1,2008-07-31T13:08:42-07:00,high,
8591,Pager scrolls one pixel more when scrolling to the right side,nonken,DojoX Widgets,future,new,1.2.3,2009-02-07T07:23:59-08:00,high,
10335,number spinner value in grid cell invisible,nonken,themes,future,new,1.4.0b,2009-11-14T06:05:12-08:00,high,
10587,[patch][cla]dijit.Tree loosing nodes when dragging really fast,nonken,Dijit,future,new,1.4.0,2010-01-04T07:49:56-08:00,high,bill
10644,dojox.form.BusyButton label can't be changed permanently,nonken,DojoX Form,tbd,new,1.4.0,2010-01-19T04:13:59-08:00,high,mangelp@…
11749,[tundra] Missing bottom & right border in dijit.Menu in webkit,nonken,themes,tbd,new,1.5,2010-09-17T02:03:59-07:00,high,
2431,Editor: Image selection box is not updated properly when changing alignment.,nonken,Dojox,future,new,0.4.1,2007-02-08T17:12:34-08:00,low,
14687,dijit widgets do not respect browser language settings when html lang is set,peller,Internationalization,tbd,assigned,1.7.1,2012-01-28T08:32:58-08:00,undecided,
14420,"dojo.number.parse() doesn't recognize numbers in ""012,677.00"" pattern",peller,Core,tbd,new,1.6.1,2011-12-08T20:12:28-08:00,blocker,jianqin@…
2476,Missing Locales in build.xml,peller,BuildSystem,future,new,0.4.1,2007-02-21T08:39:10-08:00,high,
3809,Normalize Arabic/Hindi numerals,peller,Internationalization,future,new,0.9,2007-07-19T12:35:07-07:00,high,hwcdl@…
3946,figure out why invalid UTF-8 is accepted by Parse.java in the pre-commit hook,peller,Operations,future,new,0.9,2007-08-01T15:28:18-07:00,high,
5089,dojo.date.add weekday routine assumes Saturday/Sunday,peller,Internationalization,future,new,0.9,2007-11-11T19:57:48-08:00,high,
5149,testUrl runs default tests,peller,TestFramework,future,reopened,1.0,2007-11-14T08:09:39-08:00,high,
5509,popups/dnd placement off by a scrollbar width in themeTester,peller,HTML,future,new,1.0,2008-01-04T12:49:23-08:00,high,hwcdl@…
5630,[patch] [ccla] Not able to run DOH tests from outside of the dojo/tests directory,peller,TestFramework,future,new,1.0,2008-01-21T09:31:18-08:00,high,ptwobrussell@…
6241,dojox.date.posix.getIsoWeekOfYear: Week 53 in 2007?,peller,Dojox,future,new,1.1b1,2008-03-18T00:16:01-07:00,high,haavikko@…
7523,DOH failures under Rhino,peller,General,1.8,new,1.1.1,2008-08-25T11:24:54-07:00,high,"phiggins, jburke"
7969,CLDR build script performance: catalog failing with latest version of ant,peller,BuildTools,future,new,1.2.0,2008-10-26T21:10:57-07:00,high,
8756,dojo.number.format returning an incorrect value or large exponentials,peller,Core,future,reopened,1.3.0b1,2009-02-25T14:26:19-08:00,high,
9017,dojo.number.format with 0 leading zeros shows one leading zero,peller,General,future,new,1.3.0rc2,2009-03-31T04:54:53-07:00,high,
9120,dojo.date.stamp default time is not zulu,peller,Date,future,new,1.3.0,2009-04-13T16:54:10-07:00,high,doughays
10032,Use sprites in dojox.editor.plugins.Smiley,peller,Dojox,future,new,1.3.2,2009-10-06T07:52:53-07:00,high,
10843,dojo.number.format does not support spaces,peller,General,future,assigned,1.4.0,2010-03-15T12:12:40-07:00,high,
10865,"dojox.date.timezone loads TZ data via XHR, and synchronously",peller,Dojox,future,new,1.4.0,2010-03-19T14:42:38-07:00,high,toonetown
11190,dojo.date.locale.parse handles 'S' token incorrectly,peller,Date,tbd,new,1.5.0b2,2010-05-21T10:47:37-07:00,high,
11212,dojox.validate.isUrl doesn't validate certain urls correctly,peller,Dojox,tbd,new,1.4.3,2010-05-25T07:30:37-07:00,high,
11435,dojox.validate.regexp.url is too specific with fragment identifiers,peller,Dojox,tbd,new,1.5.0rc1,2010-07-13T06:52:18-07:00,high,doughays peller dante
11519,dojox.uuid.generateTimeBasedUuid() issue on Mac OS,peller,Dojox,tbd,new,1.4.3,2010-08-01T22:03:23-07:00,high,"huangyim@…, skinner"
11884,Update to CLDR 1.9,peller,Internationalization,1.8,reopened,1.5,2010-10-26T07:24:07-07:00,high,LQQI@…
12749,Error: dojo.date.locale.format: invalid pattern char: LLL y,peller,Internationalization,tbd,new,1.6.0,2011-04-22T11:15:27-07:00,high,
13032,dojox.date.timezone tests failing,peller,Date,tbd,new,1.6.1,2011-05-21T01:22:35-07:00,high,
13174,"Error Bundle not found: gregorian in dojo.cldr , locale=es-es with dojo 1.5 and firefox 4",peller,Internationalization,tbd,new,1.5.0b1,2011-06-04T16:00:43-07:00,high,
13373,toISOString of Invalid date should produce 'null',peller,Date,tbd,new,1.7.0b1,2011-07-06T10:47:14-07:00,high,
13495,Wrong l10n information in dojo.cldr.supplemental,peller,Internationalization,1.8,new,1.7.0b1,2011-07-21T12:10:04-07:00,high,
13940,Calls to getLocalization prevent removal of legacy loader,peller,Internationalization,tbd,new,1.7.0b1,2011-09-18T19:34:58-07:00,high,"bill, rcgill"
14001,Various fixes for dojo/nls,peller,Internationalization,1.8,new,1.7.0b1,2011-09-26T14:40:19-07:00,high,
14044,"[patch]Timezone shows IST time for ""Asia/Dhaka"" in place of ""BDT""",peller,Dojox,tbd,new,1.6.1,2011-10-02T22:24:14-07:00,high,peller
14200,[task] create separate tests for transition modules in dojox/css3,peller,Dojox,1.8,new,1.7.0,2011-11-02T19:09:45-07:00,high,"peller, chrism, nic"
14244,[patch][cla][meta] mdnd baseless conversion,peller,Dojox,1.8,new,1.7.0,2011-11-08T08:20:49-08:00,high,
14376,regression in dojox.widget.MultiSelectCalendar,peller,DojoX Widgets,tbd,new,1.7.0,2011-12-02T19:12:01-08:00,high,
14513,"dojo.number.format returning ""-0""",peller,General,1.8,assigned,1.7.1,2011-12-20T08:56:16-08:00,high,
14646,dojox.date examples not working on CDN,peller,Dojox,1.7.2,new,1.6.0,2012-01-19T19:59:31-08:00,high,
7020,Regression in dijit.form.CurrencyTextBox.constraints API docs,pottedmeat,Doc parser,future,assigned,1.1.1,2008-06-20T13:34:55-07:00,blocker,
10516,djConfig base documentation missing from api.xml,pottedmeat,Doc parser,tbd,new,1.4.0,2009-12-16T09:24:03-08:00,blocker,ttrenka
11561,dojo.parser missing from docs,pottedmeat,Doc parser,future,new,1.5,2010-08-11T19:10:29-07:00,blocker,"ttrenka, phiggins"
4525,Implement all tags in dojox.dtl,pottedmeat,DojoX DTL,future,assigned,0.9,2007-09-20T17:03:31-07:00,high,
6986,doctool/API pages newlines stripped,pottedmeat,Doc parser,future,assigned,1.1.1,2008-06-18T09:34:13-07:00,high,
7291,dojox.help -- server-side PHP Notice invalidates jsonp results,pottedmeat,Dojox,future,assigned,1.1.1,2008-07-26T12:37:47-07:00,high,wolfram
7558,[api doc] modulePaths no longer recognized,pottedmeat,Doc parser,future,assigned,1.1.1,2008-08-29T15:41:20-07:00,high,
7663,Problem with api viewer and dojo.data.*,pottedmeat,Doc parser,future,assigned,1.1.1,2008-09-14T11:57:01-07:00,high,
7751,dojox.dtl.filter.strings.slugify bug,pottedmeat,DojoX DTL,future,assigned,1.2beta,2008-09-28T10:59:34-07:00,high,
